source_label,path,exists,sha256,github_raw_url,github_blob_url,github_visibility_status,allowed_use,blocked_use
consolidation_status,reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_METRIC_HARDENING_CONSOLIDATED_STATUS_20260701.json,true,b106dcf3709a64ddcad44517ed76e2622d61e3f35bb1cb255fab9eebb5b4ada6,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_METRIC_HARDENING_CONSOLIDATED_STATUS_20260701.json,https://github.com/Shaughn0419/NODI_Simulator/blob/main/reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_METRIC_HARDENING_CONSOLIDATED_STATUS_20260701.json,local_worktree_pre_commit_urls_valid_after_publish,Package C proof-threshold table candidate;candidate/proof gap planning;external review context;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
timeseries_status,reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_TIMESERIES_ESS_STATUS_20260701.json,true,833ce77ed4dc66e51d973ff4dd7a3a2d47f4c63f4de5f8b4dca3ac2614d914b6,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_TIMESERIES_ESS_STATUS_20260701.json,https://github.com/Shaughn0419/NODI_Simulator/blob/main/reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_TIMESERIES_ESS_STATUS_20260701.json,local_worktree_pre_commit_urls_valid_after_publish,Package C proof-threshold table candidate;candidate/proof gap planning;external review context;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
stationarity_ensemble_status,reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_STATIONARITY_ENSEMBLE_STATUS_20260701.json,true,6be7c289e561284d0bb3314862695f777acd44fed0386fe98efb8bccbce43533,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_STATIONARITY_ENSEMBLE_STATUS_20260701.json,https://github.com/Shaughn0419/NODI_Simulator/blob/main/reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_STATIONARITY_ENSEMBLE_STATUS_20260701.json,local_worktree_pre_commit_urls_valid_after_publish,Package C proof-threshold table candidate;candidate/proof gap planning;external review context;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
one_wall_wall_pileup_status,reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_ONE_WALL_WALL_PILEUP_STATUS_20260701.json,true,dc4409776fbabe618bc4efacc297c0627b2368b49c5c8f7487adccf8253af0bd,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_ONE_WALL_WALL_PILEUP_STATUS_20260701.json,https://github.com/Shaughn0419/NODI_Simulator/blob/main/reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_ONE_WALL_WALL_PILEUP_STATUS_20260701.json,local_worktree_pre_commit_urls_valid_after_publish,Package C proof-threshold table candidate;candidate/proof gap planning;external review context;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
near_boundary_expected_band_status,reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_NEAR_BOUNDARY_EXPECTED_BAND_STATUS_20260701.json,true,7eb1aaf1dd05d9923dad02aa976858b4436ce86b1ca1bd3bb2bae9a3804c7564,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_NEAR_BOUNDARY_EXPECTED_BAND_STATUS_20260701.json,https://github.com/Shaughn0419/NODI_Simulator/blob/main/reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_NEAR_BOUNDARY_EXPECTED_BAND_STATUS_20260701.json,local_worktree_pre_commit_urls_valid_after_publish,Package C proof-threshold table candidate;candidate/proof gap planning;external review context;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
substep_hardening_status,reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_SUBSTEP_FAIL_POLICY_STATUS_20260701.json,true,dddf1492ffbbb6a76713dbdc4c37d05ac02b1bc4bfa0f4cfebaedd5092060075,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_SUBSTEP_FAIL_POLICY_STATUS_20260701.json,https://github.com/Shaughn0419/NODI_Simulator/blob/main/reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_SUBSTEP_FAIL_POLICY_STATUS_20260701.json,local_worktree_pre_commit_urls_valid_after_publish,Package C proof-threshold table candidate;candidate/proof gap planning;external review context;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
dt_refinement_status,reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_SUBSTEP_DT_REFINEMENT_STATUS_20260701.json,true,277fe490b98411e8e7604b333a41cc6e9425213c28f20fad283cca1ff0168952,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_SUBSTEP_DT_REFINEMENT_STATUS_20260701.json,https://github.com/Shaughn0419/NODI_Simulator/blob/main/reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_SUBSTEP_DT_REFINEMENT_STATUS_20260701.json,local_worktree_pre_commit_urls_valid_after_publish,Package C proof-threshold table candidate;candidate/proof gap planning;external review context;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
runtime_substep_policy_design_status,reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_RUNTIME_SUBSTEP_POLICY_DESIGN_STATUS_20260701.json,true,eeecbbce0cda51a7bb4e74fd62df7d6204269a69f1258ff365f5a89954bea969,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_RUNTIME_SUBSTEP_POLICY_DESIGN_STATUS_20260701.json,https://github.com/Shaughn0419/NODI_Simulator/blob/main/reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_RUNTIME_SUBSTEP_POLICY_DESIGN_STATUS_20260701.json,local_worktree_pre_commit_urls_valid_after_publish,Package C proof-threshold table candidate;candidate/proof gap planning;external review context;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
threshold_table_builder,tools/audits/build_nodi_comsol_package_c_proof_threshold_table.py,true,845f1617c1690c949fcb0daa7b854d45832ad0d17ae9f09d647b6876c9a2edd0,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/tools/audits/build_nodi_comsol_package_c_proof_threshold_table.py,https://github.com/Shaughn0419/NODI_Simulator/blob/main/tools/audits/build_nodi_comsol_package_c_proof_threshold_table.py,local_worktree_pre_commit_urls_valid_after_publish,Package C proof-threshold table candidate;candidate/proof gap planning;external review context;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
threshold_table_tests,tests/test_nodi_comsol_package_c_proof_threshold_table.py,true,d6c29de93d26e5d72ef8db4260608129e4ba7d66c81fd67ec072a39745c016b2,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/tests/test_nodi_comsol_package_c_proof_threshold_table.py,https://github.com/Shaughn0419/NODI_Simulator/blob/main/tests/test_nodi_comsol_package_c_proof_threshold_table.py,local_worktree_pre_commit_urls_valid_after_publish,Package C proof-threshold table candidate;candidate/proof gap planning;external review context;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
